Provider Name,Address1,Address2,City,County,State Code,Zip,National Drug Code,Order Label,Courses Available,Geocoded Address,NPI,Last Report Date,Provider Status,Provider Note
Adirondack Apothecary Inc.,1081 US ROUTE 9,,Schroon Lake,Essex,NY,12870,00069-1085-30,Paxlovid,13,POINT (-73.76224 43.836255),1326183963.0,04/27/2022 12:00:00 AM,ACTIVE,
Rite Aid 10668,23 EASTPORT MANOR ROAD,,Eastport,Suffolk,NY,11941-1410,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-72.73364 40.82791),1487753646.0,04/30/2022 12:00:00 AM,ACTIVE,
Rite Aid 02541,420 SOUTH BROADWAY,,Yonkers,Westchester,NY,10705-2301,00069-1085-30,Paxlovid,11,POINT (-73.896458 40.918728),1013026343.0,04/30/2022 12:00:00 AM,ACTIVE,
Walgreens Store #10511,2665 E HENRIETTA RD,,Henrietta,Monroe,NY,14467,00006-5055-06,Lagevrio (molnupiravir),60,POINT (-77.609145 43.068025),1588791156.0,04/29/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #3280,1490 HUDSON AVE,,Rochester,Monroe,NY,14621,00006-5055-06,Lagevrio (molnupiravir),48,POINT (-77.598495 43.19368),1225055395.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #17494,2460 STATE ROUTE 52,,Pine Bush,Orange,NY,12566,00069-1085-30,Paxlovid,33,POINT (-74.29708 41.60775),1982127916.0,04/29/2022 12:00:00 AM,ACTIVE,
WEGMANS FOOD MARKETS INC.,525 TITUS AVE,Wegmans,Rochester,Monroe,NY,14617,00006-5055-06,Lagevrio (molnupiravir),30,POINT (-77.60501 43.20726),,04/30/2022 12:00:00 AM,ACTIVE,
NYP-WEILL CORNELL MEDICAL CTR,512 E 71ST STREET,,New York,New York,NY,10021,00002-7589-01,Bebtelovimab,208,POINT (-73.95346 40.76542),,04/28/2022 12:00:00 AM,ACTIVE,
CVS Store #10612,65 5TH AVE.,CVS Pharmacy,New York,New York,NY,10003,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.99361 40.73571),1679973200.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #16640,1 N GALLERIA DR,CVS Pharmacy,Middletown,Orange,NY,10941,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-74.36545 41.45277),1144242793.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #17860,94 MAIN ST,,South Glens Falls,Saratoga,NY,12803,00006-5055-06,Lagevrio (molnupiravir),96,POINT (-73.63671 43.30033),1750805156.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 10818,1381 NASH ROAD,,North Tonawanda,Niagara,NY,14120-2338,00069-1085-30,Paxlovid,38,POINT (-78.865764 43.06054),1992804249.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #02773,130 DYCKMAN STREET,CVS Pharmacy,New York,New York,NY,10040,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.92569 40.86243),1619071461.0,04/29/2022 12:00:00 AM,ACTIVE,
Pharmscript HoldcoandSubsidiaries,441 Commerce Rd,,Vestal,Broome,NY,13850,00069-1085-30,Paxlovid,28,POINT (-75.983547 42.10738),,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 00636,519 BUTTERNUT STREET,,Syracuse,Onondaga,NY,13208-2628,00069-1085-30,Paxlovid,9,POINT (-76.14789 43.05993),1902915473.0,04/30/2022 12:00:00 AM,ACTIVE,
Rite Aid 03585,9160 MAIN STREET,,Clarence,Erie,NY,14031-1930,00069-1085-30,Paxlovid,17,POINT (-78.64906 42.97003),1497864870.0,04/30/2022 12:00:00 AM,ACTIVE,
Rite Aid 00668,139 RONKONKOMA AVENUE,,Lake Ronkonkoma,Suffolk,NY,11779-3339,00069-1085-30,Paxlovid,16,POINT (-73.11032 40.82461),1225147788.0,04/30/2022 12:00:00 AM,ACTIVE,
Stop and Shop Store # 593,670 NORTH BROADWAY,,N White Plains,Westchester,NY,10603,00069-1085-30,Paxlovid,42,POINT (-73.76593 41.0551),1861424715.0,04/30/2022 12:00:00 AM,ACTIVE,
Rite Aid 10818,1381 NASH ROAD,,North Tonawanda,Niagara,NY,14120-2338,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-78.865764 43.06054),1992804249.0,04/30/2022 12:00:00 AM,ACTIVE,
Walgreens Store #11729,327 MAIN ST,,Dunkirk,Chautauqua,NY,14048,00069-1085-30,Paxlovid,23,POINT (-79.32897 42.48441),1073789962.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #17647,204 SARATOGA RD,CVS Pharmacy,Schenectady,Schenectady,NY,12302,00069-1085-30,Paxlovid,20,POINT (-73.93272 42.86813),1821344680.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #00845,395 COURT STREET,CVS Pharmacy,Brooklyn,Kings,NY,11231,00069-1085-30,Paxlovid,20,POINT (-73.99683 40.679855),1063594851.0,04/29/2022 12:00:00 AM,ACTIVE,
Kinney Drugs #95-Lake Placid,1954 Saranac Ave,,Lake Placid,Essex,NY,12946,00006-5055-06,Lagevrio (molnupiravir),29,POINT (-74.00968 44.2955),1649455650.0,04/29/2022 12:00:00 AM,ACTIVE,
WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM ST.,,Brooklyn,Kings,NY,11237,00002-7589-01,Bebtelovimab,0,POINT (-73.91757 40.70438),,02/16/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
Rite Aid 10700,485 BROADWAY,,Kingston,Ulster,NY,12401-4629,00069-1085-30,Paxlovid,34,POINT (-73.999725 41.927285),1932208113.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #01292,1330 BALLTOWN ROAD,CVS Pharmacy,Niskayuna,Schenectady,NY,12309,00006-5055-06,Lagevrio (molnupiravir),21,POINT (-73.892215 42.81091),1457455115.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 04964,26 GRAND CENTRAL TERMINAL,,New York,New York,NY,10017-5618,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-73.97966 40.75306),1568571008.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #01935,10-3 FT SALONGA RD,COUNTRY VILLAGE S/C,Northport,Suffolk,NY,11768,00069-1085-30,Paxlovid,19,POINT (-73.279208 40.907025),1225136864.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #00649,358 BUFFALO STREET,CVS Pharmacy,Hamburg,Erie,NY,14075,00006-5055-06,Lagevrio (molnupiravir),18,POINT (-78.82609 42.72488),1356445019.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #05385,241 MOHAWK AVE,CVS Pharmacy,Scotia,Schenectady,NY,12302,00069-1085-30,Paxlovid,50,POINT (-73.96711 42.82714),1144323981.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #11778,286 W MAIN ST,,Patchogue,Suffolk,NY,11772,00069-1085-30,Paxlovid,40,POINT (-73.023638 40.764175),1366762411.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #09872,1125 RIDGE RD,,Webster,Monroe,NY,14580,00006-5055-06,Lagevrio (molnupiravir),34,POINT (-77.445935 43.20967),1942491055.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 10657,397 SUNRISE HWY W,,Patchogue,Suffolk,NY,11772,00069-1085-30,Paxlovid,15,POINT (-73.0327 40.77752),1316047764.0,04/30/2022 12:00:00 AM,ACTIVE,
Walgreens Store #12272,3008 UNION RD,,Orchard Park,Erie,NY,14127,00069-1085-30,Paxlovid,7,POINT (-78.752348 42.803435),1891097549.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #13611,16 ROUTE 59,,Nyack,Rockland,NY,10960,00006-5055-06,Lagevrio (molnupiravir),48,POINT (-73.929065 41.093065),1275892937.0,04/29/2022 12:00:00 AM,ACTIVE,
St. Francis Hospital - Roslyn,100 Port Washington Blvd,,Roslyn,Nassau,NY,11576,00002-7589-01,Bebtelovimab,173,POINT (-73.66869 40.8048),,04/25/2022 12:00:00 AM,ACTIVE,
Stop and Shop Store # 2553,400 UNION BLVD,,W. Islip,Suffolk,NY,11795,00069-1085-30,Paxlovid,23,POINT (-73.301107 40.706955),1598797458.0,04/30/2022 12:00:00 AM,ACTIVE,
Rite Aid 04982,1640 HOPKINS ROAD,,Williamsville,Erie,NY,14221-1752,00069-1085-30,Paxlovid,1,POINT (-78.73849 43.02412),1699884171.0,04/30/2022 12:00:00 AM,ACTIVE,
JAMAICA HOSPITAL MEDICAL CENTER,8900 VAN WYCK EXPRESSWAY,ATTN: PHARMACY,Jamaica,Queens,NY,11418,00002-7589-01,Bebtelovimab,5,POINT (-73.81579 40.70026),,04/28/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #2056,16 Old Gick Rd,,Saratoga Springs,Saratoga,NY,12866,00069-1085-30,Paxlovid,32,POINT (-73.7492 43.10445),1063439297.0,04/29/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #2285,103 N Caroline St,,Herkimer,Herkimer,NY,13350,00006-5055-06,Lagevrio (molnupiravir),45,POINT (-74.99717 43.02154),1972520039.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #18216,1143 MOHAWK STREET,,Utica,Oneida,NY,13501,00069-1085-30,Paxlovid,2,POINT (-75.22176 43.089605),1811411309.0,04/29/2022 12:00:00 AM,ACTIVE,
Ellis Hospital,1101 Nott Street,,Schenectady,Schenectady,NY,12308,00006-5055-06,Lagevrio (molnupiravir),96,POINT (-73.916435 42.819935),,04/27/2022 12:00:00 AM,ACTIVE,
Stop and Shop Store # 2585,134-40 SPRINGFIELD BLVD,,Springfield Gardens,Queens,NY,11413,00069-1085-30,Paxlovid,10,POINT (-73.75535 40.67947),1336518174.0,04/30/2022 12:00:00 AM,ACTIVE,
Rite Aid 04866,95-14 63RD DRIVE,,Rego Park,Queens,NY,11374-2025,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.86239 40.72975),1306955828.0,04/30/2022 12:00:00 AM,ACTIVE,
NYP-COLUMBIA UNIVERSITY MEDICAL CTR,627 W 165 St,,New York,New York,NY,10032,00002-7589-01,Bebtelovimab,183,POINT (-73.94225 40.83992),,04/29/2022 12:00:00 AM,ACTIVE,
The Golub Corporation,33 CHENANGO BRIDGE RD,PRICE CHOPPER PHARMACY 234,Binghamton,Broome,NY,13901,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-75.88482 42.16941),,04/14/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
The Golub Corporation,3863 STATE ROUTE 31,PRICE CHOPPER PHARMACY 182,Liverpool,Onondaga,NY,13090,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-76.24562 43.18838),,04/04/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
CVS Store #00168,"800 HOOPER RD., SUITE 500",CVS Pharmacy,Endwell,Broome,NY,13760,00069-1085-30,Paxlovid,28,POINT (-76.02763 42.12879),1326221466.0,04/29/2022 12:00:00 AM,ACTIVE,
THE UNITY HOSPITAL OF ROCHESTER,1555 Long Pond Rd,,Rochester,Monroe,NY,14626,00310-7442-02,Evusheld,270,POINT (-77.70794 43.19139),,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #03102,210 S BROADWAY,,Hicksville,Nassau,NY,11801,00006-5055-06,Lagevrio (molnupiravir),47,POINT (-73.51991 40.76363),1942215017.0,04/29/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #1940,279 TROY RD,,Rensselaer,Rensselaer,NY,12144,00006-5055-06,Lagevrio (molnupiravir),20,POINT (-73.6997 42.64291),1942227012.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 04893,1950 FULTON STREET,,Brooklyn,Kings,NY,11233-3104,00069-1085-30,Paxlovid,21,POINT (-73.92073 40.67856),1225147747.0,04/30/2022 12:00:00 AM,ACTIVE,
Willsboro Pharmacy,3932 Nys Route 22,,Willsboro,Essex,NY,12996,00069-1085-30,Paxlovid,0,POINT (-73.39821 44.3716),1174667117.0,04/01/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
CVS Store #02440,530 BURNSIDE AVENUE,CVS Pharmacy,Inwood,Nassau,NY,11096,00069-1085-30,Paxlovid,22,POINT (-73.74507 40.62193),1205930062.0,04/29/2022 12:00:00 AM,ACTIVE,
BOLTONS PHARMACY,128 W. Main Street,,Watertown,Jefferson,NY,13601,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-75.90746 43.97999),,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #10970,305 EAST 86TH ST.,CVS Pharmacy,New York,New York,NY,10028,00006-5055-06,Lagevrio (molnupiravir),44,POINT (-73.95149 40.77787),1780185082.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 04893,1950 FULTON STREET,,Brooklyn,Kings,NY,11233-3104,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-73.92073 40.67856),1225147747.0,04/30/2022 12:00:00 AM,ACTIVE,
Rite Aid 10839,1030 PINE AVENUE,,Niagara Falls,Niagara,NY,14301-1120,00069-1085-30,Paxlovid,9,POINT (-79.04967 43.09496),1982703146.0,04/30/2022 12:00:00 AM,ACTIVE,
SMARTRX PHARMACY INC,1706 LEXINGTON AVE,,New York,New York,NY,10029,00002-7589-01,Bebtelovimab,20,POINT (-73.946125 40.79279),,04/20/2022 12:00:00 AM,ACTIVE,
CVS Store #00781,1276 UPPER FRONT ST.,CVS Pharmacy,Binghamton,Broome,NY,13901,00069-1085-30,Paxlovid,66,POINT (-75.89491 42.15854),1144324807.0,04/29/2022 12:00:00 AM,ACTIVE,
CONDO PHARMACY,28 Montcalm Ave,,Plattsburgh,Clinton,NY,12901,00002-7589-01,Bebtelovimab,15,POINT (-73.460235 44.69998),1811985161.0,04/30/2022 12:00:00 AM,ACTIVE,
Walgreens Store #04968,5 N TRANSIT ST,,Lockport,Niagara,NY,14094,00006-5055-06,Lagevrio (molnupiravir),92,POINT (-78.696864 43.180233),1285649335.0,04/29/2022 12:00:00 AM,ACTIVE,
Heritage Village Rehab C19,4600 Route 60,Sellew Building,Gerry,Chautauqua,NY,14740,00006-5055-06,Lagevrio (molnupiravir),72,POINT (-79.25066 42.19633),,04/27/2022 12:00:00 AM,ACTIVE,
Kinney Drugs #20-Lowville,7395 Utica Blvd,,Lowville,Lewis,NY,13367,00069-1085-30,Paxlovid,27,POINT (-75.48483 43.777575),1811004096.0,04/29/2022 12:00:00 AM,ACTIVE,
MASSENA HOSPITAL,1 Hospital Drive,,Massena,Saint Lawrence,NY,13662,00310-7442-02,Evusheld,10,POINT (-74.90885 44.9363),,04/25/2022 12:00:00 AM,ACTIVE,
Walgreens Store #10291,335 MAIN ST,,Johnson City,Broome,NY,13790,00006-5055-06,Lagevrio (molnupiravir),43,POINT (-75.959627 42.116205),1770644890.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #17736,381 BROADWAY,,Monticello,Sullivan,NY,12701,00069-1085-30,Paxlovid,14,POINT (-74.68258 41.653395),1649793589.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 10614,1910 HEMPSTEAD TURNPIKE,,East Meadow,Nassau,NY,11554-3957,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.56563 40.72318),1689773939.0,04/30/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #2531,3133 E Main St,,Mohegan Lake,Westchester,NY,10547,00006-5055-06,Lagevrio (molnupiravir),48,POINT (-73.86694 41.31077),1326065558.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #00223,"101 KNOLLWOOD RD, GREENBURGH S/C",CVS Pharmacy,White Plains,Westchester,NY,10607,00006-5055-06,Lagevrio (molnupiravir),21,POINT (-73.80741 41.0396),1215035928.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 04258,1516-1518 WESTCHESTER AVENUE,,Bronx,Bronx,NY,10472-2907,00069-1085-30,Paxlovid,14,POINT (-73.87943 40.82841),1912016452.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #02364,4065 AMBOY ROAD,CVS Pharmacy,Staten Island,Richmond,NY,10308,00006-5055-06,Lagevrio (molnupiravir),21,POINT (-74.15248 40.54951),1750485595.0,04/29/2022 12:00:00 AM,ACTIVE,
Pine Plains Pharmacy; Inc,2965 Church Street,,Pine Plains,Dutchess,NY,12567,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.65654 41.98003),,04/15/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
CVS Store #07130,350 SOUTH BROADWAY,CVS Pharmacy,Tarrytown,Westchester,NY,10591,00006-5055-06,Lagevrio (molnupiravir),41,POINT (-73.861444 41.064595),1982952289.0,04/29/2022 12:00:00 AM,ACTIVE,
LevelUP MD Urgent Care Voorhies,1523 Voorhies Ave,,Brooklyn,Kings,NY,11235,00002-7589-01,Bebtelovimab,45,POINT (-73.953175 40.58596),,04/23/2022 12:00:00 AM,ACTIVE,
Walgreens Store #18990,3590 E TREMONT AVE,,Bronx,Bronx,NY,10465,00069-1085-30,Paxlovid,8,POINT (-73.82513 40.82924),1962926139.0,04/29/2022 12:00:00 AM,ACTIVE,
Alden Pharmacy,13203 Broadway Street,,Alden,Erie,NY,14004,00069-1085-30,Paxlovid,17,POINT (-78.496 42.89993),1457348708.0,04/30/2022 12:00:00 AM,ACTIVE,
Walgreens Store #18984,85 ROBINSON ST,,Binghamton,Broome,NY,13901,00069-1085-30,Paxlovid,12,POINT (-75.896767 42.107495),1154848679.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #00625,249-253 1/2 MAIN STREET,CVS Pharmacy,Binghamton,Broome,NY,13905,00069-1085-30,Paxlovid,12,POINT (-75.93855 42.1077),1528166162.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #10278,606 LONG BEACH BLVD,,Long Beach,Nassau,NY,11561,00006-5055-06,Lagevrio (molnupiravir),95,POINT (-73.65666 40.59195),1376726257.0,04/29/2022 12:00:00 AM,ACTIVE,
MERCY HOSPITAL OF BUFFALO,565 Abbott Rd,Pharmacy Department,Buffalo,Erie,NY,14220,00002-7589-01,Bebtelovimab,50,POINT (-78.81292 42.8482),,04/21/2022 12:00:00 AM,ACTIVE,
CVS Store #00531,325 ROUTES 100,CVS Pharmacy,Somers,Westchester,NY,10589,00069-1085-30,Paxlovid,25,POINT (-73.68778 41.32573),1518088996.0,04/29/2022 12:00:00 AM,ACTIVE,
MOUNT SINAI HOSP SO NASSAU,One Healthy Way,,Oceanside,Nassau,NY,11572,00002-7589-01,Bebtelovimab,240,POINT (-73.63107 40.65129),1922079094.0,04/29/2022 12:00:00 AM,ACTIVE,
Sinclair Pharmacy,75 North Main Street,,Warsaw,Wyoming,NY,14569,00006-5055-06,Lagevrio (molnupiravir),80,POINT (-78.13288 42.74144),,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #05016,506 SOUTH FRANKLIN STREET,CVS Pharmacy,Watkins Glen,Schuyler,NY,14891,00006-5055-06,Lagevrio (molnupiravir),10,POINT (-76.86648 42.36961),1942303789.0,04/29/2022 12:00:00 AM,ACTIVE,
Omnicare of Ballston Spa #48309,14 Commerce Drive,,Ballston Spa,Saratoga,NY,12020,00006-5055-06,Lagevrio (molnupiravir),90,POINT (-73.834297 42.975215),1891897096.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #16511,838 SUNRISE HWY,CVS Pharmacy,Bay Shore,Suffolk,NY,11706,00069-1085-30,Paxlovid,20,POINT (-73.27672 40.72669),1780606319.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #19354,437 LYELL AVE,,Rochester,Monroe,NY,14606,00069-1085-30,Paxlovid,11,POINT (-77.63793 43.1644),1760906473.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #00680,153 CENTRAL AVENUE,CVS Pharmacy,Albany,Albany,NY,12206,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-73.76775 42.661175),1508960261.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #05009,226 LAKE ST.,CVS Pharmacy,Penn Yan,Yates,NY,14527,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-77.06015 42.6525),1134222979.0,04/29/2022 12:00:00 AM,ACTIVE,
Hannaford Brothers Store # 8377,235 FIFTH AVE. EXT.,,Gloversville,Fulton,NY,12078,00006-5055-06,Lagevrio (molnupiravir),42,POINT (-74.321546 43.059751),1396853776.0,04/30/2022 12:00:00 AM,ACTIVE,
Rite Aid 04738,1631-43 PITKIN AVENUE,,Brooklyn,Kings,NY,11212-5050,00069-1085-30,Paxlovid,16,POINT (-73.91306 40.66943),1891804282.0,04/30/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #1946,43 Stephenville St,,Massena,Saint Lawrence,NY,13662,00069-1085-30,Paxlovid,13,POINT (-74.87806 44.9226),1588681654.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #01169,44 NORTH CENTRAL AVENUE,CVS Pharmacy,Valley Stream,Nassau,NY,11580,00069-1085-30,Paxlovid,77,POINT (-73.708535 40.66638),1215031984.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #02574,6702 FT. HAMILTON PARKWAY,CVS Pharmacy,Brooklyn,Kings,NY,11219,00006-5055-06,Lagevrio (molnupiravir),22,POINT (-74.01113 40.62962),1265536015.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #00490,253 SOUTH RIDGE ST,WASHINGTON PARK PLZ,Rye Brook,Westchester,NY,10573,00006-5055-06,Lagevrio (molnupiravir),22,POINT (-73.6805 41.00049),1255439899.0,04/29/2022 12:00:00 AM,ACTIVE,
Hannaford Brothers Store # 8416,32 STATE ROUTE 82,,Hudson,Columbia,NY,12534,00006-5055-06,Lagevrio (molnupiravir),48,POINT (-73.75933 42.17443),1598031346.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #01934,ONE GUSSACK PLAZA CENTER,CVS Pharmacy,Great Neck,Nassau,NY,11021,00069-1085-30,Paxlovid,20,POINT (-73.7299 40.788045),1700980562.0,04/29/2022 12:00:00 AM,ACTIVE,
TOPS MARKETS LLC AND TOPS PT LLC,658 MAIN ST,,Arcade,Wyoming,NY,14009,00006-5055-06,Lagevrio (molnupiravir),44,POINT (-78.4468 42.53142),1992986236.0,04/29/2022 12:00:00 AM,ACTIVE,
NYU LANGONE -TISCH HOSPITAL,550 FIRST AVENUE,3RD FLOOR C/O PHARMACY,New York,New York,NY,10016,00310-7442-02,Evusheld,317,POINT (-73.9745 40.74225),,04/20/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #2152,141 Washington Avenue Ext,,Albany,Albany,NY,12205,00006-5055-06,Lagevrio (molnupiravir),47,POINT (-73.847035 42.69484),1053338285.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #10854,370 RT 306,CVS Pharmacy,Monsey,Rockland,NY,10952,00006-5055-06,Lagevrio (molnupiravir),48,POINT (-74.070435 41.14803),1588251029.0,04/29/2022 12:00:00 AM,ACTIVE,
MONTEFIORE MEDICAL CENTER MOSES CAM,111 E 210 Street,,Bronx,Bronx,NY,10467,00002-7589-01,Bebtelovimab,91,POINT (-73.87995 40.88083),,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #00678,1008 UNION CENTER MAINE HWY,CVS Pharmacy,Endicott,Broome,NY,13760,00069-1085-30,Paxlovid,58,POINT (-76.070535 42.11024),1851495600.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #16401,7414 NIAGARA FALLS BLVD,CVS Pharmacy,Niagara Falls,Niagara,NY,14304,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-78.97822 43.08912),1689696213.0,04/29/2022 12:00:00 AM,ACTIVE,
ROCHESTER GENERAL HOSPITAL,1425 Portland Ave,Inpatient Pharmacy,Rochester,Monroe,NY,14621-0000,00002-7589-01,Bebtelovimab,70,POINT (-77.5856 43.191535),,04/29/2022 12:00:00 AM,ACTIVE,
The Golub Corporation,2981 FORD ST EXT STE 9,PRICE CHOPPER PHARMACY 030,Ogdensburg,Saint Lawrence,NY,13669,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-75.4563 44.70542),,04/04/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
UR Medicine Frederick Ferris Thomp,350 Parrish Street,ATTN: Pharmacy Dept,Canandaigua,Ontario,NY,14424,00006-5055-06,Lagevrio (molnupiravir),40,POINT (-77.29108 42.87643),,04/20/2022 12:00:00 AM,ACTIVE,
Rite Aid 00650,419 DIVISION STREET,,North Tonawanda,Niagara,NY,14120-4636,00006-5055-06,Lagevrio (molnupiravir),36,POINT (-78.861255 43.034855),1922117456.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #00510,820 FRANKLIN AVE.,CVS Pharmacy,Garden City,Nassau,NY,11530,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.63499 40.72695),1740384585.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #17195,79 NORTH ST,,Dryden,Tompkins,NY,13053,00069-1085-30,Paxlovid,14,POINT (-76.30034 42.49747),1508383472.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #01951,"1103 NORTH ST,",CVS Pharmacy,Endicott,Broome,NY,13760,00006-5055-06,Lagevrio (molnupiravir),19,POINT (-76.050285 42.104715),1942304795.0,04/29/2022 12:00:00 AM,ACTIVE,
NYP-WEILL CORNELL MEDICAL CTR,512 E 71ST STREET,,New York,New York,NY,10021,00310-7442-02,Evusheld,828,POINT (-73.95346 40.76542),,04/28/2022 12:00:00 AM,ACTIVE,
CVS Store #10407,298 MULBERRY ST.,CVS Pharmacy,New York,New York,NY,10012,00069-1085-30,Paxlovid,11,POINT (-73.99468 40.72519),1245650670.0,04/29/2022 12:00:00 AM,ACTIVE,
R Joudeh Medical Pavilion PLLC,466 Bay Ridge Ave,,Brooklyn,Kings,NY,11220,00002-7589-01,Bebtelovimab,20,POINT (-74.02175 40.633625),,03/02/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
Ellis Hospital,1101 Nott Street,,Schenectady,Schenectady,NY,12308,00310-7442-02,Evusheld,76,POINT (-73.916435 42.819935),,04/27/2022 12:00:00 AM,ACTIVE,
CVS Store #16838,40 CATHERWOOD RD,CVS Pharmacy,Ithaca,Tompkins,NY,14850,00069-1085-30,Paxlovid,12,POINT (-76.49085 42.483575),1306868955.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 03336,149 MARKET STREET,,Amsterdam,Montgomery,NY,12010-3626,00069-1085-30,Paxlovid,17,POINT (-74.18688 42.94351),1083723563.0,04/30/2022 12:00:00 AM,ACTIVE,
Rite Aid 03373,3795 EAST MAIN ROAD,,Fredonia,Chautauqua,NY,14063-1415,00069-1085-30,Paxlovid,19,POINT (-79.308415 42.44976),1265541742.0,04/30/2022 12:00:00 AM,ACTIVE,
Rite Aid 04269,6201-23 FOURTH AVENUE,,Brooklyn,Kings,NY,11220-4615,00069-1085-30,Paxlovid,4,POINT (-74.01983 40.63921),1194834630.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #07019,150 EAST 42ND ST.,CVS Pharmacy,New York,New York,NY,10017,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-73.93831 40.6522),1942497250.0,04/29/2022 12:00:00 AM,ACTIVE,
